keyword,nama,Latitude,Longitude,kategori_usaha,rating,jumlah_ulasan,alamat,telepon,website,kecamatan,foto_url,skor_potensi,kategori_grup,label_kelayakan,popularitas,kepadatan
sate Tamalate Makassar,Sate Tabaria Makassar,-5.17973539999999,119.4283476,Restoran Sate,4.8,19,"RCCH+485, Jl. Mannuruki, Mannuruki, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90223",,,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGz--4NHb34tWSSzhA8Q1K7-Q1HmHDv328saxmP3yLW8cLOkdXWu0FMpQkNe80cz4FeGSk18zIfFWYaRPKu-0MLl3zhq6ttiweaSdvHUqCdRMcSnH652nP9QM8nJzEVLSogSGDM=w800-h600-k-no,63,Warung Makan Spesifik,Layak,Baru,4800
sate Wajo Makassar,Sate Taichan House By Uncle Katsu,-5.1417775,119.4072937,Restoran,4.9,28,"Jl. Penghibur No.53, Maloku, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90111",0813-4258-0250,,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpySJvZZjkEk1kca4IITjQRiz5N161tcLRupRx35JlVvSMOmN9hZMq4zDK1C1FivSi-uTtK1V2R2GSKhNTTZNnl-BIy35VRt4GYQlToKvGWh11tAcmlVA2XHQjrJfxaEIiDJqlbMajwYeR=w800-h600-k-no,70,Warung Makan Spesifik,Layak,Cukup Dikenal,7200
sate Ujung Tanah Makassar,Sate Taichan Makassar Ex. Bali,-5.1614059,119.4489642,Restoran Sate,4.3,180,"RCQX+CHP, Jl. Pengayoman, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222",0811-416-217,,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgC_FxCmt0JPcGqfinrqkQiB7Bn9NdaKNq2OTPdLcWjd6_OnTrbsG8VMGrubZx6W_ZrAjP5k0ts3Kvf708lqzoc0vDf7_qoR0USIg5CJBZnWetv26surZkPf_fStdzJuGR4UKb=w800-h600-k-no,70,Warung Makan Spesifik,Layak,Populer,5800
sate Tamalate Makassar,Sate tanpa nama,-5.1726212,119.4455045,Restoran Sate,4.8,219,"Jalan Mallengkeri No.125 C, Mangasa, Tamalate, Mangasa, Makassar, Kota Makassar, Sulawesi Selatan 90224",0878-4055-5667,,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXCmbptjH3QamJsVUnbeqHJpgZG0IDGy6sfdKoA1cmVCoBYjBd9Y1oyRznxZjsfgZwj1gHgEuDZ3kVbKHFH-whpc3yI97N9_YzY7YiMbaMg_sHv1GlqI7ABjzluFTytaX3mkAl=w800-h600-k-no,73,Warung Makan Spesifik,Layak,Populer,4800
sate Tamalate Makassar,Sate tanpa nama,-5.1726212,119.4455045,Restoran Sate,4.8,4,"tamalate1 no, Jl. Tamalate No.4, Mappala, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0852-5684-1748,,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFW-w9hTTiB2rYADnWPnkyz7BKrLso2PtN07RfpwXjDtSqCpuJ8PXXJypMPC_UrvOOFeCH09EDrDdH84lrVXjhNE324oKHK_blh8TFb_H8Wok27NPP9oTKsM0XPBdoEFbnZ5fK=w800-h600-k-no,58,Warung Makan Spesifik,Cukup Layak,Baru,4800
sate Ujung Tanah Makassar,Sate Ujung,-5.1372044,119.4061015,Restoran Sate,4.7,14,"Jl. Somba OPU No.25, Bulo Gading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90174",0853-4078-6674,,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8Ewf7Nfz1vhV_CVscE_c2rPTyxXyF3DkO4OSbY4wOyR8Oplq0ukqIIbBq9m0yPfmsIhfSSdqKs_OVBRWIK8FbAWJ4PJXNBdJr8vjdOOS7QlKGc9k5USCgizDct92GJc2UqhUU5Q=w800-h600-k-no,63,Warung Makan Spesifik,Layak,Baru,5800
sate Mariso Makassar,Sate Uzia,-5.139897,119.410376,Restoran Indonesia,4.5,11,"Jl. Sultan Hasanuddin, Sawerigading, Kec. Ujung Pandang, Kota Makassar Sulawesi Selatan 90115, Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90155",0898-0350-111,,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ2jAL30fu0BngGi99X6dSWUCLqw4NUlrDuDP52KLR6gJxNT0UXHsDze3fjhtUcag5QjeEB4W6DS_yHeD34t8HjRRG91G4HFgunAe2bpuziko-Fj3nWv8nwWzT-1ycIB8q9ik3nrJBBfvU=w800-h600-k-no,66,Warung Makan Spesifik,Layak,Baru,8800
sate Mamajang Makassar,sate vetran selatan,-5.1592427,119.4228687,Restoran Sate,4.6,999,"Jl. S. Poso No.1, Pisang Utara, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115",0822-9220-3889,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1oQfAs1XGuoDaSz2hw3pwt7gGQpDnSvY9R-ZbDeIaPA5SXUROu-SE9L4scDdgCcq851U0emQ3FVTOsq_gsVtj4RRiVF9CvDnH8P_k5gmrmTLrq4qviiVrRIK7_99ZmzLOe6A=w800-h600-k-no,83,Warung Makan Spesifik,Sangat Layak,Sangat Populer,7800
sate Mamajang Makassar,sate vetran selatan,-5.1592427,119.4228687,Dapur Umum,5,2,"Jl. Veteran Selatan No.297-307, Mamajang Dalam, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90135",0852-4066-0543,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0hB2fqgAz5cyWl6pniJfwAlspYR14VbwNl_YtQZ-uuouWXyusG8tYxnVb1C7_C2-NoElB50X8iBoWFywmTcuBGQaRjrM54_oZV3sKXmfkDICBxKTy0iWRnVmaYbb9FWr6__cNk3INlGCL=w800-h600-k-no,62,Warung Makan Spesifik,Layak,Baru,7800
optik Ujung Tanah Makassar,SATURDAYS Nipah Makassar,-5.13943299999999,119.4501363,Toko Optik,5,217,"Nipah Mall, Jl. Urip Sumoharjo No.23C Lantai Ground, GF#026, Panaikang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0877-4955-2530,saturdays.com,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcdSjLfigRCh4ltLRaHOMV4FkIh5uZHn4MaZIlnpphnX9yq2TR73Oynoi8E5Zv5gJ-gbhBJK-lPmc5G9MqUrPWAaKE4lD2wSBdqxlm-cPdy7fwuVoGVuxrFsm55FPZBmYsVA7yIQ=w800-h600-k-no,70,Lain-lain / Belum Terkategori,Layak,Populer,5800
optik Panakkukang Makassar,SATURDAYS Panakkukang,-5.15787109999999,119.4466995,Toko Optik,4.8,27,"Mall Panakkukang, Jl. Boulevard No.02 Lantai Dasar Gedung B Unit B1, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0877-4905-2548,saturdays.com,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-ZZ4nAb-b1GPwuUTQkV0nIvK5JN2GIiTfKAeLO6CLHKir7S2Qaz74E3OwyL3U2i9D69KZ_vf3Sws-gg2dNi4wBJw-nvcr3KvyjUZ_YeHHDTqsKqbwa5UIzwyMj6UIybrxt9lGyQ=w800-h600-k-no,59,Lain-lain / Belum Terkategori,Cukup Layak,Cukup Dikenal,4800
minimarket Mamajang Makassar,Satusama Babycare,-5.1613642,119.4216895,Toko Perlengkapan Bayi,4.2,120,"Jl. Veteran Selatan No.264, Mamajang Dalam, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90135",(0411) 8051415,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtwYEVnxcnKtW0hgaekMi6N-j9nxW1ThUkL9no3okhWC5bQtIEr5OmIw45mU4mjKMauM1uHN3zSMzBi37zd1T0STVv8Uhp69zspsWwB98MDiWKsP1A1A-mU5r6WlAf169MYjQ=w800-h600-k-no,66,Lain-lain / Belum Terkategori,Layak,Populer,7800
supermarket Wajo Makassar,SatuSama Karebosi Link,-5.1332175,119.4122956,Toko Swalayan,4.4,11,"Jl. Ahmad Yani Jl. Jend. Sudirman, Baru, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90174",0851-2249-0557,instagram.com,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNMrWZYsNshoAy-hTOAAvmW8kfUjY8EKgl_abbfW2pZ6lB_HPgVaoqtOauYAnMLpFA5gYNlr6uvx_ObnqUuq9ip4Ksyw0yNJ6QokXKPrfRzvLA5DPPCSvzb0DOE1b6XKvskFHEIBM-bsAi=w800-h600-k-no,57,Lain-lain / Belum Terkategori,Cukup Layak,Baru,7200
supermarket Biringkanaya Makassar,Satusama perintis,-5.1307475,119.498838,Toko Swalayan,4.6,933,"Jl. Perintis Kemerdekaan No.km, 12, Tamalanrea, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",0811-4250-1139,linktr.ee,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyOu0w_dL6HOOgViqTQTTYp31zGuit5YKs_3sBaS1QQrGYxuVlOemBQPpLnhdAVaWS6ziGy76hp5ZDa6q8Z8A8t3A39jPKA451QOE05mcfsItSHk5_RYKhnqylNuRSGOM60tdQ2RkXfrie=w800-h600-k-no,68,Lain-lain / Belum Terkategori,Layak,Sangat Populer,2800
restoran Kepulauan Sangkarrang Makassar,Saunk Coffee and Resto,-5.150163,119.452096,Restoran,4.7,949,"Jl. Topaz Raya No.9, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0811-423-120,,Kepulauan Sangkarrang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEq6MklM9oSznFRdh_mURpxDjNLjGi0y7sGmDSgQEgZYV7gr2iVHl_vljUzbUFtZaPhJfAz5aybuf2Ex04AXUX-jwBIBTvYcF11nTyExDfKwzi7fd1tv4ZWYWNs9U0mpYs2OrxzHbQublf9=w800-h600-k-no,76,Cafe & Modern Coffee,Sangat Layak,Sangat Populer,450
restoran Kepulauan Sangkarrang Makassar,Saunk Coffee and Resto,-5.1531375,119.4409219,Restoran,4.4,60,"Jl. Yosep Latumahina No.6, Losari, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90113",(0411) 857555,,Kepulauan Sangkarrang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfutdi6bSbXTzzqkyvuikN4TCo87WB60DCF-4YK7CwdZHsNoka37201JmD71UFD53fSVfx0W312nvxe9srJg7YJFRJTt_vIBddwUNTa-uDoLOHSWlQadKL8Mme27ukPctngLTe=w800-h600-k-no,63,Cafe & Modern Coffee,Layak,Cukup Dikenal,450
toko sparepart mobil Mariso Makassar,SBS VARIASI MOBIL,-5.1472946,119.4252167,Toko Aksesori Mobil,4.7,110,"Jl. Veteran Utara No.291 A-B, Maricaya Baru, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90143",0822-9280-0788,linktr.ee,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLPuJPFWWtsBsqNg31ISt0AsKCm-yzBzZ7G4iW61fhHAK8TKoGvICF3pivVcjQcNqOZiLJ80lNpA-TV4qG3ba5tfuJhRac5cHm990djwlPRry8sk6H2uALanUTzhrtvE8iBl5r5_WMV0oJ=w800-h600-k-no,73,Otomotif & Bengkel,Layak,Populer,8800
toko furniture Panakkukang Makassar,Scandia Panakukang,-5.1576315,119.4474792,Toko Mebel,5,23,"Jl. Boulevard Blok C1, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0811-196-041,,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgOq-7nu439U7qTQQc_kiABUsRmqxlE7rVAehwUR-fRcUIyPPYscE6tzl6tjA9853WrPhCbaKcskFcp1TzW9_r0lYJkHLzvAaNvoD24L_tOg9fy9PgX7DgfD-4UwVFXg2i-icFhuq5V_W_=w800-h600-k-no,59,Lain-lain / Belum Terkategori,Cukup Layak,Cukup Dikenal,4800
toko pakaian Panakkukang Makassar,Sch Makassar,-5.1556049,119.441298,Toko Pakaian,4.9,352,"Jl. Boulevard No.11, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0851-5850-3322,,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRnCYq56-BbF3av54IOqJIHsWCbd9_VaVsE8zJ7mOB3rrqhfO2V9IBX9g08tBlQEeNcICthdOKovOcM6JqziMspSDaLQT0BXhcY_6IgjIgYc35ddzzeXVYRqyPyL6e0XEbg283=w800-h600-k-no,69,Lain-lain / Belum Terkategori,Layak,Populer,4800
toko pakaian Panakkukang Makassar,Sch Makassar,-5.1556049,119.441298,Toko Pakaian,4.4,36,"Jl. Boulevard Ruko Ruby Jl. Boulevard Panakkukang Mas No.2 No.1 No, Masale, Panakkukang, Makassar City, South Sulawesi 90231",(0411) 438426,schofficial.com,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBefKQamYGRR2Y_TRz55tTQuLJdFp6SPVcXyC-8OPtR82RVMBurmktaN7pDIWtZ7iQ698ibd7NlycgUmiAU1s5sdkRdIt7J0_mwHsJkU-aSwVV746gZUX_7wMclKPhFMqij5MEXQ=w800-h600-k-no,57,Lain-lain / Belum Terkategori,Cukup Layak,Cukup Dikenal,4800
les privat Tamalanrea Makassar,SCHOLAR. Les privat bahasa Inggris dan matematika.,-5.1548036,119.4644451,Guru privat,5,11,"Bira, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90241",0852-3886-2929,,Tamalanrea,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4CoeJwDR_LCnXUoaZuC0zsMOF_qbTlzFctPYQ4VHwN1FoCTEA6lgrxcoMg1I_8EKgezOr9fClQuJLWw5RihW3iRcX-498-a3Rjj8ndzEImIAMI9wFcfgOCzUYybNchbokQ80g2Q=w800-h600-k-no,54,Lain-lain / Belum Terkategori,Cukup Layak,Baru,3200
kursus bahasa inggris Wajo Makassar,SCHOLAR. Les Private Bahasa Inggris & Matematika Abdesir,-5.1548036,119.4644451,Kursus,5,4,"Jl. Toa Daeng III Lorong Teratai, Batua, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90233",0852-3886-2929,,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsYm4LbNz6pJnT5uY-Le1CfBmimZj3kqiAgTSSVECutgK9OYw54HpmMZgbUIOqey568PflwGjBmLYuJtg3j6Mbn8TE9vmlqYzEPjLDbsqpYRu8Ev81OWDaL1eu3RTWHDcACU4s=w800-h600-k-no,57,Lain-lain / Belum Terkategori,Cukup Layak,Baru,7200
jasa servis hp Tallo Makassar,SCH sunu 01 Smartphone Service,-5.1258536,119.4293174,Jasa Perbaikan Telepon,5,2,"samping pujasera sunu, Jl. Sunu No.158, Kalukuang, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90125",0811-4117-223,schsunu01.blogspot.com,Tallo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHYDAVsizPf-ujAP5TwRqKVnHqP0Jp6B8LvE3OutJOcCMs-tMlxbSHlz38Qk61rz8dKCxRWQ0XVaZBS8zX_q3BHQzU5o4JLQsI87aVEM0SqfGRkIlBVFX5pbbUhY6Pkea0BhNBzzwuf6lI=w800-h600-k-no,54,Otomotif & Bengkel,Cukup Layak,Baru,5200
kursus komputer Panakkukang Makassar,"SCREENESIA | Kursus Desain Grafis, Website, Programming & Digital Marketing",-5.1625388,119.4559611,Kursus Komputer,5,55,"Jl. Nikel I No.18 blok A22, Balla Parang, Rappocini, Makassar City, South Sulawesi 90222",(0411) 445944,inixindomakassar.id,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSOP24qtnM3IQS_efHc9EFfm61475SO7Nc4fRnC5WiavYlpHHNt3ky1qZM-NaiI1G2YwyJX10bgTLghwam1iV4xb82CcIWtLp9WSGi3ZxEkauA_m0soOdb1W-nHf999Qm3nqNI=w800-h600-k-no,63,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,4800
kursus komputer Mariso Makassar,"SCREENESIA | Kursus Desain Grafis, Website, Programming & Digital Marketing",-5.1625388,119.4559611,Kursus Komputer,5,55,"Jl. Toddopuli Raya Timur No.170, Borong, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90231",0821-4617-0091,,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4wwy1ZIV-K6jXtV5KcGRR1YFztPt-YUundnU8T9Kx8vIC8pL5RjbWTc7JeTQDdbJTk0MRD1CHgNk9S4w6NJ1Lks-1n9OYYfZkOokDrfrb2x0ejZ1KE671lTKY0TV3FpOfMT-F=w800-h600-k-no,70,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,8800
kursus komputer Mamajang Makassar,"SCREENESIA | Kursus Website, Desain Grafis, Digital Marketing & Programming",-5.1625293,119.4561124,Kantor Perusahaan,4.9,316,"Jl. A. P. Pettarani VII No.22b, Tamamaung, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0853-9425-2941,ptcindonesia.com,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1MoGU6c7vSRq4TMiFK4k0TqwbYFwFSGszaP1EpqMrazZGgwsFEUoACVqo4M9JEVSEeeLy_jK72sLSLJbb5c2AZ70q_aRMuUJ7gGF7iuLJXbjilfbw3bcEYstzC2TcLFqj2W2CHw=w800-h600-k-no,74,Lain-lain / Belum Terkategori,Layak,Populer,7800
kursus komputer Ujung Pandang Makassar,"SCREENESIA | Kursus Website, Desain Grafis, Digital Marketing & Programming",-5.1625293,119.4561124,Kursus Komputer,5,10,"Jl. Nikel I No.18 blok A22, Balla Parang, Rappocini, Makassar City, South Sulawesi 90222",(0411) 445944,inixindomakassar.id,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSOP24qtnM3IQS_efHc9EFfm61475SO7Nc4fRnC5WiavYlpHHNt3ky1qZM-NaiI1G2YwyJX10bgTLghwam1iV4xb82CcIWtLp9WSGi3ZxEkauA_m0soOdb1W-nHf999Qm3nqNI=w800-h600-k-no,65,Lain-lain / Belum Terkategori,Layak,Baru,9500
kursus komputer Mamajang Makassar,"SCREENESIA | Kursus Website, Desain Grafis, Digital Marketing & Programming",-5.1625293,119.4561124,Kursus Komputer,4.9,61,"Jl. Toddopuli Raya Timur No.170, Borong, Kec. Manggala, Pandang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0821-4617-0091,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5FY8YYtOjalO0Yz2mX0Emyb31RA1WwLOYN8LwJMVbWiWkX1iDrxQI3-2pMOqDw6YtgEJvrhv1XUJ2wzxhDQJv6yyGfqipSH5BhAz92OlYpwRVmLubAHzZmWJQhJgf2rvLI_w-Bg=w800-h600-k-no,68,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,7800
seafood Biringkanaya Makassar,Seafood cak sor Lamongan,-5.1230046,119.5074461,Restoran Seafood,4,1,"km13 no, Jl. Perintis Kemerdekaan, Paccerakkang, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",0821-8763-3006,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHblafX1qacQxi8Aapwm0I_YGR4AWWpPYEZoxZcwZwAZo2FpYIDjbbuQZIQ_ortZOdiMAwWkKKkx39WjuApKGokjjK7zOqfdc2Uo6BC8nnIcmIyIZZszg9m1M5U-Tol6dnju-DBwn-xqEk=w800-h600-k-no,39,Lain-lain / Belum Terkategori,Kurang Layak,Baru,2800
coffee shop Kepulauan Sangkarrang Makassar,Secangkir Kopi,-5.14444949999999,119.4525828,Kedai Kopi,4.6,583,"Jl. Hertasning Utara No.2 No.F 28, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222",0899-9485-485,,Kepulauan Sangkarrang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxOzVwjvZYzQybz64aEKN3VmRpDtNs0yo5-k8sckAsv8hkSn49QkodKA0QO2gfiHapiTlw1sB5drJbaOdAGwTnaJ7MaK_wawW972g4PNCtjsd36hmkh5a0wX5MlDehlR1RLkz5ROPs6Xw=w800-h600-k-no,61,Lain-lain / Belum Terkategori,Layak,Sangat Populer,450
klinik gigi Bontoala Makassar,Secita Dental House | Dokter Gigi Makassar,-5.1511303,119.4519654,Dokter Gigi,5,603,"Jl. Abdullah Daeng Sirua No.226A, Pandang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0852-8055-9191,secitadentalhouse.com,Bontoala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQUU4JwAZ94jvwcIrZ8H7lIB1-Mdk4fjIhfDZ87VjBlEJ5RVQO7Bq3oDemie_vOBkw0ZsSKR1aNpdXdybx6OJdk6ukiLx--rvYBtmwrOrNzELcHjT1qTAz-qBLTpqo_pErPKZQ8w=w800-h600-k-no,83,Kesehatan & Medis,Sangat Layak,Sangat Populer,6800
klinik gigi Rappocini Makassar,Secita Dental House | Dokter Gigi Makassar,-5.1511303,119.4519654,Klinik Gigi,4.6,127,"Ruko Jasper 3, Jl. Pengayoman No.10, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",,instagram.com,Rappocini,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmmHpziAfTi5PQJrsdAlro0WIt7tNJYHR8VmNv6bcWvoacuGR2wVzS5TSfQFM62TL8YTld5PogGP1YkJW1B4xq7qQ9IjKXJWlV_3sCguKVwX7x9DhrbZCuLuGpBjpWh4oqvun6=w800-h600-k-no,72,Kesehatan & Medis,Layak,Populer,5800
korean food Ujung Pandang Makassar,Secret Wagyu A5,-5.1442435,119.4246907,Restoran Steak,4.7,116,"Jl. Veteran Utara No.298, Maradekaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90143",0851-6106-6838,linktr.ee,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhDh0B4AtnbpLvq9Pg-Ku7PNvhZgbqfK7cCyYajUOo4F7xErYiqchVZKyqxNsFwBNOVy9YnETqwpFJIrusuT6dJt48IB8NnFDjE5NsLycqj0QS5pZiauuDZgSy--Fxa2_3CB1o2E08pL_S=w800-h600-k-no,72,Lain-lain / Belum Terkategori,Layak,Populer,9500
cuci motor Bontoala Makassar,"SEDUSA ""Cafe dan Cuci Motor""",-5.15111449999999,119.4517802,Rumah Makan,5,13,"Jl. Abdullah Daeng Sirua No.240, Pandang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90233",0811-4444-025,,Bontoala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCnJR7kpbLEfL1mT-IvvCeML10K0jFPL4dFEelQipq3mD0ZkGc2fAduVaGqpKt0lR9lAURekbk04yvdNf2pDhiBlanluYzdRY-0OGL_kpuXvAlpjr5W3BDxbPub-d_e48FJ8-Ytrq3j_0=w800-h600-k-no,73,Cafe & Modern Coffee,Layak,Baru,6800
nail art Ujung Tanah Makassar,See Belle Ame Nail Art,-5.1222121,119.4395567,Salon Kuku,5,2,"Jl. DG. Regge No.33, Rappojawa, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90217",,,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGk1ZOVGZPkucrfKCrcZ71czxn_Hg3nGMCqpJDwcbFFIZwZ9TxFW4JEVnoDGv8hjXv9hs4yLMsOEKcJDInSHjUFMzGp704ZSl6T4ukjcCGbeeEQS8sVETODGib2ka599oOpwr86=w800-h600-k-no,53,Lain-lain / Belum Terkategori,Cukup Layak,Baru,5800
jus buah Panakkukang Makassar,Segar Buah Boulevard,-5.1551622,119.4382984,Toko Buah dan Sayur,4.2,115,"Jl. Boulevard No.1Q-1R, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",(0411) 444699,,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4E_I163ZO0Gzcu4gluKwXtqQu7t8qkDOMTXgZ6XHkT9XHfHQXzKmlcs1wDRmAGAp4mDlKAahmwuiP1L_IqICS_2dnyb1bdRvgR6sILADUJJ_WC2Ycrrfy4uVzT44fO9VtAaQDnZVVeCnk=w800-h600-k-no,60,Lain-lain / Belum Terkategori,Layak,Populer,4800
minimarket Ujung Tanah Makassar,Segar Buah Makassar,-5.1482912,119.4128515,Toko bahan makanan,4.4,531,"Jl. Arief Rate No.18, Mangkura, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90113",0812-4531-4728,,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDEA7jwxX1w-OBClgRV7Lz9CMORfH5me62QRwCrBanIQLiAuCjOf8qwGSQHVMr_Xmnf1rYsPBE5Lui-0Cf51wgTjGEy9pIkYv0BtYgJiPhmWA_snD52-RzWP2Ew0aAM2j25Uyt=w800-h600-k-no,69,Lain-lain / Belum Terkategori,Layak,Sangat Populer,5800
supermarket Mamajang Makassar,SEJAHTERA Department Store & Supermarket,-5.1303365,119.4148952,Pusat Perbelanjaan,4.5,521,"Jl. K. H. Ramli No.52-58 No.58 no 52, Pattunuang, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90155",,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWHdmc55tyhWJCMrBxV1eGAYvYk5lf27WusDuybu9nFj1XrRuAJoUUgwLRk00MlRacsXPnoLSpYeHWy4Hp1zLQkfg4gLhJMUfFaO5KvatzsMOpJ5BiFG5upVGFo2xe7AJ7a9N0=w800-h600-k-no,74,Lain-lain / Belum Terkategori,Layak,Sangat Populer,7800
toko sepatu Wajo Makassar,Sejahtera Sendal,-5.1301735,119.4148092,Toko Sepatu,4.3,141,"Ramzi, Plaza Pasar Sentral, Jl. K. H. Ramli No.56 - 62 Blok B. 24, Ende, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90155",(0411) 325051,,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElEOGpAttbtR6VrwJqfYNQjzCJBkzlFeb-7tYVUpqXsPwhVK5CsZTUDO_vLoPratGh04Gv8Ny82sMjeIifdWHb8I8onSkBpvJAzU6ZC2cEwTwv5vRoJcSaqD1J800QbrZd2zdopw=w800-h600-k-no,66,Lain-lain / Belum Terkategori,Layak,Populer,7200
jasa servis elektronik Mariso Makassar,Sejahtera Teknik Makassar,-5.14057,119.424194,Bengkel Elektronik,5,1,"Lorong 5A No.11, Mario, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",0812-4149-928,,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8WNDKetctf7-q_v-9w-up0I3VW6bj3-OjbijGKxRSZ4GRHkViPIHs67Z0tSTJGgQnv9ucOb65BMZat0j1NeFol05dN9cW0Nn_OL_4t_58xZvxeSkZNzEMnikd9NrubMexq0ewGkDH9QzE=w800-h600-k-no,57,Lain-lain / Belum Terkategori,Cukup Layak,Baru,8800
bakso Rappocini Makassar,Sejati Bakso,-5.1552508,119.4326854,Restoran Bakso,4.5,36,"Jl. Rappocini Raya Lorong 11 D No.47A, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0813-5483-9560,,Rappocini,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkfxOMVmXdAFvh6fkVtgCZHKGiZw8J02t0jIH4_U1kMhtHEToq-20uChTPRRa5LkmbeXzle-RAB2lOE6JzEDQs3ee8IsLZlXX2SIVNMsbfKs9KxnSB_a3GTUhFJU0L-41et4Rj=w800-h600-k-no,65,Warung Makan Spesifik,Layak,Cukup Dikenal,5800
